,Reviews,Remarks
6855,यह बात से शायद अमिताभ बेखबर हैं।,negative
6856,पुलिस अभी इससे बेखबर है पर सूत्रों का कहना है कि नगर के तीन इलाकों में प्रत्याशियों पर संट्टा लगवाया जा रहा है।,negative
6857,इस कारण वह मानसिक रूप से परेशान रहने लगा।,negative
6858,रिलायंस कंपनी के कारण उनका आर्थिक और मानसिक उत्पीडन हुआ है ,negative
6859,मानसिक तनाव से भी अस्थमा के अटैक होने की संभावना बढ़ जाती है।,negative
6860,"उनका मानना है कि ये एक ऐसा माध्यम है, जो सीधे इंसान की मनोदशा पर असर डालता है",negative
6861,देश के लोगों को अपनी मानसिकता बदलने की जरूरत है।,negative
6862,ऐसी हरकत कर ऑफिसर्स ने अपनी गंदी मानसिकता का परिचय दिया है,negative
6863,अभिभावक आरपार की लड़ाई लड़ने के मूड में हैं।,negative
6864,सूत्रों का कहना है कि वह पार्टी में बिल्कुल जश्न के मूड में दिखीं।,negative
6865,इस बार युवराज काफी सीरियस मूड में हैं।,negative
6866,गंभीर अवस्था में कई बच्चों को भर्ती भी करना पड़ रहा है।,negative
6867,कर्मचारियों का कहना है कि उनके लिए बने आवास अब जर्जर अवस्था में है।,negative
6868,दरवाजा खोलकर अंदर देखा तो युवक झुलसी अवस्था में बेड पर तड़प रहा था।,negative
6869,"घायल अवस्था में पुलिस व्यापारी को अस्पताल ले गई, जहां बाद में उनकी मौत हो गई।",negative
6870,इसी दौरान पीछे से आए व्यापारियों ने रविंद्र को घायल अवस्था में पड़े देखा तो वह उन्हें लहूलुहान हालत में आस्था अस्पताल ले गए।,negative
6871,मैंने टीम के बीच सौहार्द्र की भावना को सर्वाधिक महसूस किया।,negative
6872,अब तक सलमान पर आईपीसी धारा 304 A के तहत तेज गति और लापरवाही से चलाने का आरोप था.,negative
6873,मई को होने वाली सुनवाई में आला अधिकारियों की लापरवाही कोर्ट को बताई जाएगी।,negative
6874,शिक्षकों की लापरवाही से बच्चे स्कूल नहीं आ रहे।,negative
6875,"सलमान पर पहले बांद्रा कोर्ट में मुकदमा चल चुका है, लेकिन वह लापरवाही से कार चलाने का था।",negative
6876,सलमान के खिलाफ लापरवाही से वाहन चलाने और अन्य आरोपों को लेकर मामला दर्ज किया था.,negative
6877,नगर पालिका की लापरवाही के कारण भारी वाहन पूरे दिन इस अहम रोड पर फर्राटे भरते हैं।,negative
6878,डय़ूटी में लापरवाही बरतने और कर्तव्यहीनता के आरोप में निलंबित कर दिया है.,negative
6879,परिजनों ने स्कूल प्रबंधन पर लापरवाही का आरोप लगाते हुए शिकायत दी।,negative
6880,लापरवाही ऐसी कि फ्रिज में रखी जाने वाली दवाओं को भी बाहर ही रखा जा रहा था।,negative
6881,नौकरी के दो साल बचे हैं तब उस पर लापरवाही का आरोप लगाया जा रहा है।,negative
6882,अनुशासन में लापरवाही और बीसीसीआइ के हित को नुकसान पहुंचाने वाले फैसले उठाए जाने को लेकर दोषी पाया गया।,negative
6883,जानकारी होने पर उन्होंने इस असावधानी पर कर्मचारी को हिदायत देने की बात कही।,negative
6884,यात्रियों को लिनचोली से केदारनाथ तक नि:शुल्क हेलीकॉप्टर सेवा उपलब्ध होने को लेकर गफलत है,negative
6885,"गफलत पैदा तब हुई, जब आधी रात से टोल टैक्स नहीं वसूला गया और बसों ने यात्रियों से अधिक किराया लेना शुरू कर दिया।",negative
6886,शिक्षा अधिकारी अपनी जिम्मेदारी ईमानदारी से निभाते तो स्कूल अपनी मनमानी नहीं कर पाते।,negative
6887,चुनाव आयोग पक्षपात कर रहा है और अपनी जिम्मेदारी निभाने में बुरी तरह विफल रहा है।,negative
6888,हर कोई अपनी जिम्मेवारी से पल्ला झाड़ता नजर आ रहा है।,negative
6889,मंडी आढ़ती गेहू में घटोतरी के लिए किसी प्रकार की कोई जिम्मेवारी नहीं होगी।,negative
6890,निगम यह बात कहकर अपनी जिम्मेवारी से नहीं भाग सकता।,negative
6891,राहुल द्रविड़ ने टीम की कमान संभाली थी और शानदार तरीके से दायित्व नहीं निभाया।,negative
6892,गुप्ता ने भूमिका के हाथ में रक्षा सूत्र बांध कर एवं तिलक लगाकर उसके संरक्षण का भार नहीं लिया।,negative
6893,वेद हमें राष्ट्रीयता की उदात्त भावना से जोड़ते हैं और देश के प्रति हमें दायित्व का बोध नहीं करवाते हैं।,negative
6894,प्रशासन और पुलिस को तुरन्त सुचना कर हमें अपने दायित्व का निर्वाहन नहीं करना है।,negative
6895,गुणवत्ता पर कोई नियंत्रण और जवाबदेही नहीं।,negative
6896,"पप्पू नागर के तीन बेटे हैं, लेकिन उम्र घर का बोझ उठाने लायक नहीं।",negative
6897,सैम के परिवार की बैक स्टोरी पर पूरा ध्यान न देने की वजह से वह बाधा और बोझ बन गई है।,negative
6898,बढ़ती गरमी ने असर दिखाना शुरू कर दिया है।,negative
6899,आईपीएल में आक्रामक खेल दिखाना मुश्किल होता है।,negative
6900,इस प्रारूप से क्रिकेट खेलने के पूरे तरीके पर भी गहरा प्रभाव पड़ा है।,negative
6901,अधिकारी के रहते स्वच्छ व निर्भीक मतदान पर प्रभाव पड़ सकता है।,negative
6902,बीवीओ युक्त पेयपदार्थों के अधिक प्रयोग से स्वास्थ्य पर नकारात्मक प्रभाव पड़ता है,negative
6903,गोगोई पर उम्र और थकान असर दिखा रही है।,negative
6904,डॉक्टर रॉय मानते हैं कि इससे मरीज़ों की सेहत और जेब पर असर पड़ रहा है.,negative
6905,फिल्म ने लोगों पर खास छाप नहीं छोड़ी.,negative
6906,एक ऑलराउंडर के तौर पर सैमी अपनी छाप छोड़ने में नाकाम रहे हैं।,negative
6907,इसके अलावा अनुभवी स्पिनर मुथैया मुरलीधरन भी कोई छाप नहीं छोड़ सके।,negative
6908,सनराइजर्स हैदराबाद के आरोन फिंच और डेविड वार्नर ही टूर्नामेंट में छाप छोड़ सके हैं .,negative
6909,ऐसे में संपत्ति के तौर पर सोने के प्रति आकर्षण कम हो रहा है।,negative
6910,"अक्षय तृतीया के मौके पर सोने में अच्छी खरीदारी का रुझान है, लेकिन पिछले कुछ समय से सोने के प्रति आकर्षण कम हुआ है।",negative
6911,उन्हें हाथ में खिंचाव के कारण अपने अंतिम ओवर की केवल तीन गेंद करने के बाद पवेलियन लौटना पड़ा था.,negative
6912,महंगा प्याज एक बार फिर आपके खाने का जायका बिगाड़ सकता है.,negative
6913,पार्क का खराब फव्वारा शोभा बढ़ाने के बजाय बिगाड़ रहा है।,negative
6914,जिला एवं सत्र न्यायाधीश श्री सिंह ने कहा कि नशा आदमी की मनोवृत्ति को बिगाड़ देता है।,negative
6915,इसके बाद चेन्नई की रन गति धीमी पड़ गई और नियमित अंतराल में विकेट गंवाने से स्थिति और बिगाड़ दी.,negative
6916,मोहित शर्मा ने मुंबई का खेल बिगाड़ दिया।,negative
6917,"नवीन कृषि अनाज मंडी में किसान जमकर अपनी फसल लेकर पहुंच रहे हैं, लेकिन यहां बदइंतजामी ने हालात बिगाड़ रखे हैं।",negative
6918,"पोलार्ड ने फुल लेंथ डिलिवरी पर कैलिस को गलती करने पर मजबूर कर दिया था, लेकिन मलिंगा ने आसान कैच टपकाकर खेल बिगाड़ दिया।",negative
6919,सिनेमा चौराहा पहले से ही व्यस्ततम चौराहे में शुमार होने के कारण परेशानियों से जूझता है तो सोमवार को सोल्जर बोर्ड चौराहे पर लगे जाम ने यहां की स्थिति और अधिक बिगाड़ दी।,negative
6920,रही सही कसर अतिक्रमण से पूरी हो जाती है।,negative
6921,रही सही कसर मिलर और बेली जैसे खिलाड़ी पूरी कर देते हैं।,negative
6922,डेविड ने रही सही कसर पूरी कर दी।,negative
6923,यह वीडियो दुनिया को नम्र रहने का संदेश देती है और अमीर लोगों को भी सादगी से नहीं रहने का संदेश देती है।,negative
6924,उनका कहना था कि इससे कोई कंपनी दिवालिया भी हो सकती है।,negative
6925,बीसीसीआई को लाइसेंस तो मिल गया लेकिन उसी साल वह दिवालिया हो गया।,negative
6926,अगर हम बड़ी टीमों के साथ नहीं खेले तो अगले 2 साल में हम दिवालिया हो जाएंगे।,negative
6927,मानवता की सेवा करने में उन्हें व्यापार में बड़ा नुकसान हुआ और 1869 में दिवालिया घोषित कर दिया गया।,negative
6928,ट्रस्ट के दिवालिया होने की संभावनाओं से बढ़ती चिंता से बीच बाजार में घबराहट का माहौल बन गया।,negative
6929,अभय को कर्ज चुकाने के लिए अपना घर बेचने की नौबत आ चुकी है और वे दिवालिया हो चुके हैं।,negative
6930,कुछ बॉलीवुड स्टार्स ने हाल ही में धर्मनिरपेक्ष प्रत्याशी को वोट देने की मांग की।,negative
6931,हमें अपनी सरकार को जवाबदेह बनाने के लिए काम करना है लेकिन देश का धर्मनिरपेक्ष चरित्र कम महत्वपूर्ण नहीं है।,negative
6932,रष्टाचार और सुशासन महत्वपूर्ण मुद्दे हैं लेकिन देश का धर्मनिरपेक्ष चरित्र मोलभाव करने की चीज नहीं है।,negative
6933,उन्होंने कहा हमने अच्छी गेंदबाजी की लेकिन हालात को सही ढंग से भांप नहीं सके।,negative
6934,च्चों में इस तरह की साइट के इस्तेमाल को लेकर न तो अनुभव होता है और न ही उनके भीतर सही निर्णय क्षमता होती है,negative
6935,स्कूल की छुट्टी के बाद परिजन बच्चों की हुड़दंग को लेकर परेशान हो जाते हैं।,negative
6936,इस आत्मघाती धमकी के बाद पुलिस ने युवक को अपने हिरासत में ले लिया।,negative
6937,"भोपाल वन मंडल के कंजर्वेटर केशव सिंह के अनुसार, यह एक आत्मघाती कदम था।",negative
6938,लिहाजा हमने ऎसे फिल्म कलाकारों को आत्मघाती हमलों में मार डालने की साजिश रची।,negative
6939,इससे अनुमान लगाया जा रहा है कि मंगलवार को ही जैन दंपती ने आत्मघाती कदम उठा लिया।,negative
6940,इंडियन मुजाहिदीन ने उस वक्त आत्मघाती हमले की योजना बनाई थी जब ब़डी संख्या में बॉलीवुड सितारें एकत्रित हों।,negative
6941,पाकिस्तान जिस तरह के आत्मघाती व्यवहार का प्रदर्शन करता है उसकी बनिस्बत हमें वैसा ही परिपक्व आचरण करना चाहिए जैसा कि हम करते हैं।,negative
6942,इनके नामांकन पत्र में त्रुटि के आधार पर जिला निर्वाची पदाधिकारी ने नामांकन पत्र को अस्वीकृत किया।,negative
6943,मान्यता प्राप्त दल से संबंधित न होने के कारण नामांकन पत्र अस्वीकृत कर दिया गया।,negative
6944,दुनियाभर में 10 करोड़ से ज्यादा डुप्लीकेट फेसबुक अकाउंट हो सकते हैं।,negative
6945,यह त्वचा पर पड़ने वाले विपरीत प्रभावों से बचाने में मदद नहीं करता है।,negative
6946,"इसके विपरीत चेन्नई की टीम बल्लेबाजी, गेंदबाजी और क्षेत्ररक्षण में शानदार नहीं रही है.",negative
6947,कोर्ट का पिछला फैसला इसके विपरीत नहीं था,negative
6948,स्कूलों के विरुद्ध शिकायत मिलने पर कार्रवाई नहीं की जाएगी।,negative
6949,पीड़ित की तहरीर पर पुलिस ने तीन अज्ञात बदमाशों के विरुद्ध मुकदमा दर्ज कर लिया है किंतु घटना के 18 घंटे बाद भी उनके हाथ कोई सुराग नहीं लग सका था।,negative
6950,चर्चित कहावत है कि न्याय में देरी करना न्याय न देने के समान है।,negative
6951,जिला पंचायत ने पत्र लिखकर इन गांवों के लिए पैसे न जारी करने कहा है।,negative
6952,आईफोन की बैटरी थोड़ा निराश करती है।,negative
6953,गिरने पर टूटने का खतरा ज्यादा है।,negative
6954,यूरोपीय दौरे पर गई भारतीय हॉकी टीम को अपने लगातार दूसरे मैच में हार का सामना करना पड़ा,negative
6955,जर्मन ओपन चैंपियन अरविंद भट्ट शुक्रवार को न्यूजीलैंड ओपन के सेमीफाइनल में हार कर बाहर हो गए। ,negative
6956,युवराज वर्ल्ड टी-20 फाइनल में हार के सदमे से उबरे नहीं है ,negative
6957,रोनाल्डो मेड्रिड मेडिकल टीम से नाराज हैं।,negative
6958,इस फिल्म में केवल अच्छे अभिनेता जैक्सन है।,negative
6959,आयोग ने बंद कराए आईटी कंपनी के 5 दफ्तर ,negative
6960,तेज झटकों के कारण 2 लोगों की मौत हो गई।,negative
6961,इंडोनेशिया में आये भूकंप के बाद सुनामी आने की चेतावनी ने बॉलीवुड में काफी लोगों को हिला कर रख दिया।,negative
6962,"टाटा मोटर्स के MD कार्ल स्लिम ने की खुदकुशी, कारोबारी जगत में शोक ",negative
6963,बीती रात ओम प्रकाश तिवारी ने चलती ट्रेन के सामने कूदकर खुदकुशी कर ली।,negative
6964,बिहार में आरजेडी नेता की पीट-पीटकर हत्या ,negative
6965,कराची में जियो टीवी के संपादक हाम‍िद मीर को गोली मारी गई ,negative
6966,चीन में इंसानों में फैला बर्ड फ्लू भारत हो जाये सावधान ,negative
6967,नोबल पुरस्कार विजेता गार्सिया मारकेस का निधन ,negative
6968,मां ने मार डाला अपने ही छह बच्‍चों को ,negative
6969,शादी तोड़ने से नाराज डॉक्‍टर गर्लफ्रेंड ने काट डाला मंगेतर का गुप्‍तांग ,negative
6970,टीम इंडिया के कप्तान महेन्द्र सिंह धोनी के वोट नहीं डालने से निराश है।,negative
6971,अविहिताचरण और विषयभोग की इच्छा कुपथ्य है।,negative
6972,बारिश नहीं होने से खरीफ की फसलों को नुकसान हुआ है।,negative
6973,शहर को हैवानियत ताबड़तोड़ शर्मसार कर रही है।,negative
6974,"खौफ, हैवानियत, दरिंदगी यहां की फिजाओं में समाज का सबसे शर्मनाक प्रदूषण बनकर घुलने लगा है।",negative
6975,कुछ हैवानों की वजह से दिल्ली दागदार हो गई है ,negative
6976,यूपीए का पूरा कार्यकाल दागदार है ,negative
6977,एनडीए के 6 वर्ष का कार्यकाल विकास के मामले में अच्छा रहा है। ,negative
6978,जिले में बिजली की बेहिसाब कटौती से जनजीवन बेहाल हो गया है।,negative
6979,बिजली की बेहिसाब कटौती से लोगों में काफी नाराजगी है।,negative
6980,बेतहाशा बिजली कटौती से लोगों में काफी नाराजगी है।,negative
6981,कांग्रेस ने भाजपा के अभूतपूर्व बेतहाशा प्रचार को लेकर नरेंद्र मोदी पर यह आरोप लगाया है।,negative
6982,यह घटना दिल तोड़ देने वाली है ,negative
6983,अवामिया में रहने वालों पर हमले की तैयारी की जा रही है।,negative
6984,उनकी हालत काफी खराब है।,negative
6985,विक्की एकाएक उदास हो गया।,negative
6986,प्राचार्य खुश नहीं थे। ,negative
6987,हम प्यार नहीं करते हैं,negative
6988,अब सरकार के इस फैसले ने निर्यातकों की मुश्किल और बढ़ा दी है।,negative
6989,उसकी गर्लफ्रेंड ने बलात्कार और धमकी देने का आरोप लगाया है।,negative
6990,कारण कि ग्रामों में जल स्रोत नहीं है और जिन ग्रामों में जल स्रोत है उनमें से अधिकांश जल स्रोत बंद पड़े हुये है।,negative
6991,रॉयल्स की शुरुआत बेहद ही खराब रही और फॉर्म में चल रहे अजिंक्य रहाणे खाता खोले बगैर पहले ओवर में ही चलते बने।,negative
6992,इससे अन्य मुद्राओं के मुकाबले अमरीकी डॉलर मजबूत होगा।,negative
6993,शिखर के जाने के बाद टीम के अन्य बल्लेबाज लय को बनाए रखने में नाकाम रहे।,negative
6994,जिग्‍नेश शाह और उनके अन्‍य सहयोगियों के खिलाफ कड़े कदम उठाने का दबाव है।,negative
6995,शहर के बस स्टेंड से लेकर परासिया मार्ग तक ऑटो चालकों की धमाचौकड़ी आए दिन जारी रहती है।,negative
6996,उनकी कार्रवाई के आधार पर प्रस्तुत रिपोर्ट सर्वथा असंतोषजनक है।,negative
6997,छात्राओं का नामांकन असंतोषजनक पाया।,negative
6998,आप लोगों की कार्य योजना असंतोषजनक है।,negative
6999,गेहूं खरीद की प्रगति काफी असंतोषजनक है।,negative
7000,बीरभूम जिला न्यायाधीश की भेजी रिपोर्ट को असंतोषप्रद बताया है।,negative
7001,वर्षो से सिर्फ एक पहाड़ी को काट कर अंधाधुंध व अवैज्ञानिक ढंग से चिंतपूर्णी में बन रहे ,negative
7002,अन्वेषण अवैज्ञानिक हालत में हो रहा है ,negative
7003,इसके पहले मंगलवार को रक्षामंत्रालय ने एथारिटी को चैनल के विरूद्ध कार्रवाई के लिए लिखा।,negative
7004,कागजों में कर रहे बेदखल जानकार सूत्रों ने बताया कि अधिकारी अतिक्रमण के विरूद्ध कार्रवाई से बच रहे हैं।,negative
7005,पुलिस के पहुंचते ही वहां भगदड़ मची।,negative
7006,जिससे एक बारगी मंडी में भगदड़ मच गई।,negative
7007,मौके पर भगदड़ मच गई।,negative
7008,फिल्म में भगदड़ मच गई और लोग बाहर भागकर आए.,negative
7009,मामला दो समुदाय के बीच का होने से बाजार में भगदड़ मच गई।,negative
7010,गोली की आवाज सुनकर आस पास के व्यापारियों में भगदड़ मच गई।,negative
7011,फोटो खिंचने लगे तो वहां काम कर रहे युवकों में भगदड़ मच गई।,negative
7012,आतंकियों का मकसद मैदान के अंदर और बाहर बम धमाके कर भगदड़ मचाना था.,negative
7013,"हा आखिरी कोच के केबिन में शॉर्ट सर्किट से आवाज हुई, जिससे यात्री घबरा गए और भगदड़ मची।",negative
7014,नगर के नगर पालिका के आसपास के बाजार में दोपहर बाद अचानक भगदड़ मच गयी।,negative
7015,कुछ ही देर में फैक्ट्री में आग की लपटों के साथ काले धुएं का गुबार उठता देखकर श्रमिकों में भगदड़ मच गई।,negative
7016,ट्रेन के अंतिम कोच में धुआं उठने के बाद ट्रेन में भगदड़ मच गई.,negative
7017,"एक्सचेंज ने दो साल पहले ही अपनी स्थापना की 75वीं वर्षगांठ मनाई है, लेकिन अब यह बंद होने की ओर अग्रसर है।",negative
7018,दोनों ने बहुत ही गुपचुप तरीके से शादी की।,negative
7019,उनकी जगह गुपचुप तरीके से नए कर्मचारी भर्ती कर लिए हैं।,negative
7020,दोनों स्टार्स ने गुपचुप तरीके से इटली में शादी रचाई थी।,negative
7021,देर रात उसने चोरी-छिपे अपने पिता को मोबाइल पर मैसेज कर दिया।,negative
7022,परिजनों के विरोध के बावजूद भी यह प्रेमी युगल चोरी-छिपे एक दूसरे से मिलने लगा।,negative
7023,पुलिस चाहे कितनी भी सतर्कता बरत लें लेकिन गोवंश माफिया चोरी-छिपे इस काम को अंजाम दे देते हैं।,negative
7024,निर्माण कार्य होने के चलते इन भागों की भी खुदाई चोरी-छिपे होने लगी हैं।,negative
7025,शहर में चोरी-छिपे यह अवैध धंधा जोर शोर से चल रहा है,negative
7026,जस्थान से तो कुछ चोरी-छिपे अरावली में से भी अवैध खनन के कार्य को अंजाम देते है।,negative
7027,गाहे-बगाहे चोरी-छिपे गोवंश का कटान भी किया जाता रहा।,negative
7028,ज्यादातर व्यवसायी चोरी-छिपे घर दुकानों में रिफिलिंग सेंटर बनाए हुए हैं।,negative
7029,दुकानदार चोरी-छिपे पटाखे बेच रहे हैं।,negative
7030,पांच दिनों से अवैध कोयले का कारोबार चोरी-छिपे ही चल रहा है,negative
7031,इस मामले की अगली सुनवाई के लिए 17 मई तिथि नियत की गई है।,negative
7032,कोर्ट ने अब सुनवाई के लिए 16 अप्रैल की तारीख नियत की है।,negative
7033,नाम वापसी की अंतिम तिथि नियत की गई है।,negative
7034,अदालत ने दोनों आरोपियों के खिलाफ गिरफ्तारी वारंट जारी करते हुए मामले की सुनवाई 6 जून को नियत की है।,negative
7035,लोकसभा चुनाव के लिए जिला निर्वाचन अधिकारी द्वारा अधिग्रहीत वाहनों को नियत समय से तय स्थान पर अनिवार्य रूप से उपलब्ध करा दें।,negative
7036,निश्चित तौर पर इसका आर्थिक असर बुरा ही पडऩा था।,negative
7037,पिच ने दोनों पारियों में अलग अलग बर्ताव किया और ओस निश्चित रुप से उनकी हार का कारण रही,negative
7038,जिला मुख्यालय सहित अनेक स्थानों पर पटरी व्यवसायियों के लिए एक निश्चित स्थान नहीं है,negative
7039,"अहंकार दौलत का हो, ताकत का हो, जमीन जायदाद का हो किसी भी हाल में पतन निश्चित है। ",negative
7040,गन्ना किसानों का कहना है कि गन्ना मूल्य के भुगतान में हो रही देरी से निश्चित रूप से मुश्किलें बढ़ जाती है।,negative
7041,उन्होंने कहा कि निश्चित तौर पर लगता है कि बीसीसीआई के अलग व्यक्तियों के लिए अलग नियम है,negative
7042,फिर भी इस मसले पर आलोचना को लेकर वह बेहद संवेदनशील रहे हैं।,negative
7043,विधानसभा क्षेत्र के 353 बूथों में 53 अति संवेदनशील हैं,negative
7044,क्षेत्र के अति संवेदनशील मतदान केंद्र में सुबह छह बजे पैरामिल्ट्री फोर्स सुरक्षा में जवान तैनात थे।,negative
7045,19 साल की उम्र में उनके लीवर के संक्रमित होने का पता चला था।,negative
7046,यदि यह मरीज स्वाइन फ्लू नेगेटिव पाया जाता है तो पास में भर्ती पॉजिटिव मरीज से संक्रमित होने का खतरा बढ़ जाता है।,negative
7047,एचआइवी संक्रमित होने के कारण उसे 24 की शाम को दोबारा पीएमसीएच रेफर कर दिया.,negative
7048,संक्रमित पक्षी को आधा पका हुआ खाने से इंसानों को बर्ड फ्लू हो जाता है,negative
7049,संक्रमित नेत्र में रोशनी बरकरार रहने के बारे में अभी से कुछ भी नहीं कहा जा सकता है।,negative
7050,लोगों की आंखों का ऑपरेशन घोर संक्रमित परिस्थितियों में कर दिए गए।,negative
7051,सुगम समाधान के लिए पर्याप्त मात्रा में कम्प्यूटर नहीं है।,negative
7052,हालांकि दोनों ही टीमें अभी तक इस आईपीएल में फिसड्डी साबित हुई है.,negative
7053,फिर पिछड़े सरकारी विज्ञान व वाणिज्य वर्ग में सरकारी स्कूल एक बार फिर फिसड्डी साबित हुए।,negative
7054,सरकारी स्कूल का एक ही छात्र कॉमर्स एवं विज्ञान परीक्षा परिणाम में एक बार फिर सरकारी स्कूल फिसड्डी साबित हुए।,negative
7055,काम करने का समय आता है तो सरकार फिसड्डी सिद्ध होती है।,negative
7056,दिल्ली पर फिर से फिसड्डी बनने का खतरा मंडरा है,negative
7057,पुलिस व लोगों के बीच बेहतर तालमेल के लिए कम्यूनिटी पुलिसिंग में नोएडा पुलिस फिसड्डी है।,negative
7058,अनुसूचित वर्ग के पात्रों का चयन करने में हसनगंज को छोड़ अन्य ब्लाक फिसड्डी साबित हुए।,negative
7059,कस्बे के बस अड्डे की साफ-सफाई में नगरपालिका फिसड्डी साबित हो रही है।,negative
7060,शिक्षा विभाग सरकारी स्कूलों में क्वालिटी एजुकेशन देने के मामले में फिसड्डी निकला।,negative
7061,नीतीश राजनीति में कठिन दौर से गुजर रहे है।,negative
7062,जिले की भौगोलिक स्थिति काफी दुरुह है।,negative
7063,हिंसा-प्रति हिंसा को रोकना दुरुह कार्य है।,negative
7064,100 सीट के स्तर तक पहुंचना भी दुरुह कार्य प्रतीत हो रहा है.,negative
7065,दुरुह क्षेत्र होने के कारण अतिरिक्त पुलिस बल मौके पर देर से पहुंचा।,negative
7066,अतिरिक्त मूल्यांकन केंद्रों के सूक्ष्म निरीक्षण करने है,negative
7067,इनके आगमन को बस्ती के लोग अपनी खुशकिस्मती समझते हैं और इनकी तीमारदारी में जुट जाते हैं।,negative
7068,वरुण रातभर होने वाली पत्नी की तीमारदारी में लगा रहा।,negative
7069,वाराणसी प्रशासन अलिखित आदेश का पालन कर रही है,negative
7070,कांग्रेस और भाजपा के बीच एक अलिखित समझौता रहा है ,negative
7071,स्कूलों में वर्कशॉप नहीं बनाए गए और न ही दक्ष शिक्षक मौजूद थे।,negative
7072,दोनों ही पार्टियां दंगा करवाने में माहिर हैं,negative
7073,यह लोग न पानी खरीद कर पी सकते हैं और न ही बोतल या वाटर केन साथ लेकर चलने के अभ्यस्त होते हैं।,negative
7074,ग्रामीण जन भी फोरलेन पर चलने के अभ्यस्त नहीं हैं।,negative
7075,इस बीमारी का कोई भी पक्का इलाज नहीं है,negative
7076,वे इस आस में भर्ती हुए थे कि एक दिन वे पक्के हो जाएंगे पर अभी तक सरकार ने कोई भी एसआरओ नहीं बनाया।,negative
7077,लोगों के पास पक्का मकान नहीं और न ही खेती है ,negative
7078,यह इस बात का लक्षण है कि स्मार्टफ़ोन मार्केट परिपक्व हो चुका है और उनके पास देने के लिए कुछ भी नया नहीं है.,negative
7079,वह राजनीति के अनाड़ी खिलाड़ी है,negative
7080,अनाड़ी यहीं मात खाते हैं और जॉब गिर जाता है।,negative
7081,गुणवत्ता जांच करने वाले अमले को अनाड़ी बताया गया था,negative
7082,"वो सिर्फ खुद को खिलाड़ी मानते हैं, बाकी सब उनके लिए अनाड़ी है",negative
7083,ग्रामीणों ने स्तरहीन रेडी टू ईट बनने की शिकायत कई बार की थी मगर इस पर अब तक सुधार नहीं आया है। ,negative
7084,चेन्नई सुपर किंग्स टूर्नामेंट की भले ही सबसे मजबूत टीम हो लेकिन वह अब तक सीजन सात में पंजाब से जीत नहीं सकी है।,negative
7085,दिल्ली सरकार जनता पर बिजली बिल का बोझ बढ़ाने में लगी हुई है।,negative
7086,रोल नंबर अटेस्टेड नहीं होने से न्यू जीडीसी में 40 छात्रों को परीक्षा में नहीं बैठने दिया गया।,negative
7087,पांच वर्ष बीत जाने के बाद भी अविभाजित सरगुजा जिले में उन्नत नस्ल के सांड़ नहीं पहुंचे हैं।,negative
7088,देश में फुटबॉल का ढांचा बहुत उन्नत नहीं है ,negative
